,CHỈ TIÊU,2015,2016,2017,2018,2019,2020,2021,2022
0,Doanh số,24883920500.0,30285622000.0,28484385520.0,21250147000.0,27047585936.0,98258258741.0,91154043167.0,104178591209.0
1,Các khoản giảm trừ,-1537670.0,-5875800.0,0.0,0.0,0.0,0.0,0.0,0.0
2,Doanh số thuần,24882382830.0,30279746200.0,28484385520.0,21250147000.0,27047585936.0,98258258741.0,91154043167.0,104178591209.0
3,Giá vốn hàng bán,-23330527059.0,-26809690852.0,-26770695933.0,-18476028735.0,-14820415822.0,-45513681919.0,-46670212316.0,-51082548292.0
4,Lãi gộp,1551855771.0,3470055348.0,1713689587.0,2774118265.0,12227170114.0,52744576822.0,44483830851.0,53096042917.0
5,Thu nhập tài chính,245058882.0,22492662.0,113439.0,107584.0,2159503491.0,7027058324.0,6339716436.0,10140720661.0
6,Chi phí tài chính,-25716012.0,-29118017.0,-34270081.0,-110356220.0,-59903820.0,-5292322.0,-2365839.0,-117581159.0
7,Trong đó: Chi phí lãi vay,-25716012.0,-26195820.0,-34270081.0,-110356220.0,-59903820.0,0.0,0.0,0.0
8,Lãi/(lỗ) từ công ty liên doanh,-2553381.0,-2427644.0,-1380000.0,0.0,0.0,0.0,0.0,0.0
9,Chi phí bán hàng,0.0,-245790889.0,-218264815.0,-118353677.0,-610707494.0,-8332551198.0,-5551761617.0,-5161635756.0
10,Chi phí quản lý doanh  nghiệp,-346442685.0,-523137103.0,-491457423.0,-387217702.0,-2801680677.0,-21732837251.0,-22096806925.0,-19684954719.0
11,Lãi/(lỗ) từ hoạt động kinh doanh,1422202575.0,2692074357.0,968430707.0,2158298250.0,10914381614.0,29700954375.0,23172612906.0,38272591944.0
12,Thu nhập khác,517200.0,0.0,0.0,0.0,165697941.0,824879134.0,443336129.0,406406260.0
13,Chi phí khác,-687116.0,-446826597.0,-1628957.0,0.0,-322555871.0,-121984351.0,-145181344.0,-125400153.0
14,"Thu nhập khác, ròng",-169916.0,-446826597.0,-1628957.0,0.0,-156857930.0,702894783.0,298154785.0,281006107.0
16,Lãi/(lỗ) ròng trước thuế,1422032659.0,2245247760.0,966801750.0,2158298250.0,10757523684.0,30403849158.0,23470767691.0,38553598051.0
17,Thuế thu nhập doanh nghiệp – hiện thời,-284918489.0,-453867058.0,-197388010.0,-431659650.0,-2359117745.0,-5931414322.0,-4980344012.0,-10193080467.0
18,Thuế thu nhập doanh nghiệp – hoãn lại,0.0,-2165663.0,0.0,0.0,0.0,256201556.0,834318886.0,1030228872.0
19,Chi phí thuế thu nhập doanh nghiệp,-284918489.0,-456032721.0,-197388010.0,-431659650.0,-2359117745.0,-5675212766.0,-4146025126.0,-9162851595.0
20,Lãi/(lỗ) thuần sau thuế,1137114170.0,1789215039.0,769413740.0,1726638600.0,8398405939.0,24728636392.0,19324742565.0,29390746456.0
21,Lợi ích của cổ đông thiểu số,0.0,18249966.0,12738609.0,0.0,0.0,0.0,0.0,0.0
22,Lợi nhuận của Cổ đông của Công ty mẹ,1137114170.0,1770965073.0,756675131.0,1726638600.0,8398405939.0,24728636392.0,19324742565.0,29390746456.0
23,Lãi cơ bản trên cổ phiếu,800.0,590.0,252.0,576.0,1604.0,1236.0,966.0,1470.0
24,Lãi trên cổ phiếu pha loãng,0.0,0.0,0.0,576.0,1604.0,1236.0,966.0,1470.0
