,CHỈ TIÊU,2015,2016,2017,2018,2019,2020,2021,2022
0,Doanh số,868558301799.0,906201273904.0,892597506494.0,1029466700867.0,1232753514188.0,1065394714113.0,2091267885128.0,2392209681341.0
1,Các khoản giảm trừ,-1100000000.0,-698149410.0,-2693833766.0,-85796094.0,-214957504.0,-1236374910.0,-7586391229.0,-9045370973.0
2,Doanh số thuần,867458301799.0,905503124494.0,889903672728.0,1029380904773.0,1232538556684.0,1064158339203.0,2083681493899.0,2383164310368.0
3,Giá vốn hàng bán,-701182295556.0,-753553704846.0,-744345796403.0,-892468248267.0,-1073515425937.0,-892474010283.0,-1720760064341.0,-1969683174715.0
4,Lãi gộp,166276006243.0,151949419648.0,145557876325.0,136912656506.0,159023130747.0,171684328920.0,362921429558.0,413481135653.0
5,Thu nhập tài chính,2565305864.0,2044348795.0,331554634.0,5129980122.0,16859255621.0,5691806868.0,66225536659.0,48862239093.0
6,Chi phí tài chính,-5567494604.0,-7264812291.0,-4963435349.0,-936746573.0,-15989210820.0,-35970851118.0,-53517662024.0,-58792762072.0
7,Trong đó: Chi phí lãi vay,-5120422267.0,-7077659994.0,-4700889769.0,-719167432.0,-15387553349.0,-34897336428.0,-48833164671.0,-43568233634.0
8,Lãi/(lỗ) từ công ty liên doanh,0.0,0.0,0.0,0.0,0.0,-22998251353.0,-18083706198.0,10059932.0
9,Chi phí bán hàng,-32098379135.0,-34990029937.0,-37725676944.0,-42060067603.0,-36098688191.0,-32474509145.0,-198001662984.0,-189138546368.0
10,Chi phí quản lý doanh  nghiệp,-28166056462.0,-31322368824.0,-34151217042.0,-38438092147.0,-52571070385.0,-40649597741.0,-63841563856.0,-68589806805.0
11,Lãi/(lỗ) từ hoạt động kinh doanh,103009381906.0,80416557391.0,69049101624.0,60607730305.0,71223416972.0,45282926431.0,95702371155.0,145832319433.0
12,Thu nhập khác,1426048377.0,12007106449.0,4365309149.0,9866587064.0,2492311596.0,80783490573.0,2948342687.0,3779785858.0
13,Chi phí khác,-229570502.0,-11848455.0,-953818378.0,-432061941.0,-1337057506.0,-710482921.0,-8590145868.0,-4600657154.0
14,"Thu nhập khác, ròng",1196477875.0,11995257994.0,3411490771.0,9434525123.0,1155254090.0,80073007652.0,-5641803181.0,-820871296.0
16,Lãi/(lỗ) ròng trước thuế,104205859781.0,92411815385.0,72460592395.0,70042255428.0,72378671062.0,125355934083.0,90060567974.0,145011448137.0
17,Thuế thu nhập doanh nghiệp – hiện thời,-22895360175.0,-18196066745.0,-14695411125.0,-14208480259.0,-15667898217.0,-12859035755.0,-18706649540.0,-32386169388.0
18,Thuế thu nhập doanh nghiệp – hoãn lại,0.0,0.0,0.0,0.0,0.0,0.0,826287835.0,-453074445.0
19,Chi phí thuế thu nhập doanh nghiệp,-22895360175.0,-18196066745.0,-14695411125.0,-14208480259.0,-15667898217.0,-12859035755.0,-17880361705.0,-32839243833.0
20,Lãi/(lỗ) thuần sau thuế,81310499606.0,74215748640.0,57765181270.0,55833775169.0,56710772845.0,112496898328.0,72180206269.0,112172204304.0
21,Lợi ích của cổ đông thiểu số,0.0,0.0,0.0,0.0,63832250.0,0.0,207803661.0,19542353.0
22,Lợi nhuận của Cổ đông của Công ty mẹ,81310499606.0,74215748640.0,57765181270.0,55833775169.0,56646940595.0,112496898328.0,71972402608.0,112152661951.0
23,Lãi cơ bản trên cổ phiếu,12509.0,11418.0,8887.0,3323.0,1658.0,3252.0,1975.0,0.0
24,Lãi trên cổ phiếu pha loãng,0.0,0.0,0.0,3323.0,1658.0,3252.0,1975.0,0.0
