,CHỈ TIÊU,2014,2015,2016,2017,2018,2019,2020,2021,2022
0,Doanh số,1394739606148.0,2082628635563.0,3246728225791.0,3444250580566.0,3442262106811.0,6479193636981.0,5733501727337.0,4561827016960.0,6367583606125.0
1,Các khoản giảm trừ,-11827566005.0,-10861706588.0,-10449770166.0,-10321036204.0,-40553999668.0,-125856415792.0,-89482930833.0,-53139267637.0,-61047702790.0
2,Doanh số thuần,1382912040143.0,2071766928975.0,3236278455625.0,3433929544362.0,3401708107143.0,6353337221189.0,5644018796504.0,4508687749323.0,6306535903335.0
3,Giá vốn hàng bán,-1297504423941.0,-1952787171651.0,-3053614402615.0,-3284848432396.0,-3159418113480.0,-5990743923404.0,-5334879503977.0,-4217098722256.0,-5753421443220.0
4,Lãi gộp,85407616202.0,118979757324.0,182664053010.0,149081111966.0,242289993663.0,362593297785.0,309139292527.0,291589027067.0,553114460115.0
5,Thu nhập tài chính,58804907.0,82693944.0,54333160.0,27423421.0,29261023.0,753813519.0,29294062725.0,42581264747.0,42453961168.0
6,Chi phí tài chính,-9773560404.0,-7761228190.0,-14266742418.0,-23338134799.0,-23143427223.0,-49065850443.0,-48151581007.0,-50461866535.0,-62168652296.0
7,Trong đó: Chi phí lãi vay,-9773238186.0,-7761228190.0,-14266742418.0,-23338134799.0,-23143427223.0,-49065850443.0,-48151581007.0,-50461866535.0,-62168652296.0
8,Lãi/(lỗ) từ công ty liên doanh,0.0,0.0,0.0,0.0,0.0,0.0,-4497723787.0,0.0,0.0
9,Chi phí bán hàng,-43574318707.0,-80423835363.0,-112543764715.0,-110316406022.0,-121256700686.0,-206653620963.0,-189272855206.0,-154230365310.0,-265887483966.0
10,Chi phí quản lý doanh  nghiệp,-25407886615.0,-30298426116.0,-47242304917.0,-52699569848.0,-64354679831.0,-101649939732.0,-103083396944.0,-82451965194.0,-135846266277.0
11,Lãi/(lỗ) từ hoạt động kinh doanh,6710655383.0,578961599.0,8665574120.0,-37245575282.0,33564446946.0,5977700166.0,-6572201692.0,47026094775.0,131666018744.0
12,Thu nhập khác,4841669564.0,22334629135.0,29936795527.0,59279456241.0,35607394133.0,51741382941.0,12309248716.0,18870566153.0,18451511056.0
13,Chi phí khác,-4022356319.0,-7582159288.0,-7030220449.0,-415846738.0,-846324520.0,-2927834966.0,-1585380093.0,-3842662675.0,-2076815293.0
14,"Thu nhập khác, ròng",819313245.0,14752469847.0,22906575078.0,58863609503.0,34761069613.0,48813547975.0,10723868623.0,15027903478.0,16374695763.0
16,Lãi/(lỗ) ròng trước thuế,7529968628.0,15331431446.0,31572149198.0,21618034221.0,68325516559.0,54791248141.0,4151666931.0,62053998253.0,148040714507.0
17,Thuế thu nhập doanh nghiệp – hiện thời,-1528401841.0,-601248556.0,-4096000093.0,-1142363177.0,-10598140798.0,-10860547456.0,-2721250747.0,-10220648734.0,-30510851623.0
18,Thuế thu nhập doanh nghiệp – hoãn lại,-354500000.0,-2651300000.0,395925819.0,2255374181.0,-1034262546.0,0.0,0.0,0.0,0.0
19,Chi phí thuế thu nhập doanh nghiệp,-1882901841.0,-3252548556.0,-3700074274.0,1113011004.0,-11632403344.0,-10860547456.0,-2721250747.0,-10220648734.0,-30510851623.0
20,Lãi/(lỗ) thuần sau thuế,5647066787.0,12078882890.0,27872074924.0,22731045225.0,56693113215.0,43930700685.0,1430416184.0,51833349519.0,117529862884.0
21,Lợi ích của cổ đông thiểu số,17757707.0,78957750.0,836577249.0,22838682.0,2380008515.0,5370778786.0,427621620.0,2717621716.0,5815097002.0
22,Lợi nhuận của Cổ đông của Công ty mẹ,5629309080.0,11999925140.0,27035497675.0,22708206543.0,54313104700.0,38559921899.0,1002794564.0,49115727803.0,111714765882.0
23,Lãi cơ bản trên cổ phiếu,624.0,667.0,1417.0,1183.0,2860.0,912.0,22.0,741.0,1513.0
24,Lãi trên cổ phiếu pha loãng,0.0,0.0,0.0,0.0,1300.0,593.0,15.0,741.0,1513.0
